total_rech_num_9,False
vol_2g_mb_6,False
vol_2g_mb_7,False
vol_2g_mb_8,False
vol_2g_mb_9,False
vol_3g_mb_6,False
vol_3g_mb_7,False
vol_3g_mb_8,False
vol_3g_mb_9,False
year_date_of_last_rech_6,True
year_date_of_last_rech_7,True
year_date_of_last_rech_8,True
year_date_of_last_rech_9,True
year_date_of_last_rech_data_6,True
year_date_of_last_rech_data_7,True
year_date_of_last_rech_data_8,True
year_last_date_of_month_6,True
year_last_date_of_month_7,True
year_last_date_of_month_8,True
year_last_date_of_month_9,True
